date,event_id,venue,city,state,show_set,time,song,isong,next_set,Nevents,ievent,break_length
1972-09-19,1575,Roosevelt Stadium,Jersey City,NY,Encore,,Johnny B. Goode,7563,,1,1,long
1972-09-21,1576,Spectrum,Philadelphia,PA,Set 1,,Playing In The Band,7576,Set 2,1,1,long
1972-09-21,1576,Spectrum,Philadelphia,PA,Set 2,,Not Fade Away,7590,Encore,1,1,short
1972-09-21,1576,Spectrum,Philadelphia,PA,Encore,,One More Saturday Night,7591,,1,1,long
1972-09-23,1578,Palace Theater,Waterbury,CT,Set 1,,Playing In The Band,7605,Set 2,1,1,long
1972-09-23,1578,Palace Theater,Waterbury,CT,Set 2,,One More Saturday Night,7621,,1,1,long
1972-09-24,1579,Palace Theater,Waterbury,CT,Set 1,,Playing In The Band,7634,Set 2,1,1,long
1972-09-24,1579,Palace Theater,Waterbury,CT,Set 2,,Sugar Magnolia,7646,Encore,1,1,short
1972-09-24,1579,Palace Theater,Waterbury,CT,Encore,,One More Saturday Night,7647,,1,1,long
1972-09-26,1581,Stanley Theatre,Jersey City,NJ,Set 1,,Casey Jones,7660,Set 2,1,1,long
1972-09-26,1581,Stanley Theatre,Jersey City,NJ,Set 2,,Sugar Magnolia,7671,Encore,1,1,short
1972-09-26,1581,Stanley Theatre,Jersey City,NJ,Encore,,Johnny B. Goode,7672,,1,1,long
1972-09-27,1582,Stanley Theatre,Jersey City,NJ,Set 1,,Playing In The Band,7685,Set 2,1,1,long
1972-09-27,1582,Stanley Theatre,Jersey City,NJ,Set 2,,Casey Jones,7696,Encore,1,1,short
1972-09-27,1582,Stanley Theatre,Jersey City,NJ,Encore,,Around And Around,7697,,1,1,long
1972-09-28,1583,Stanley Theatre,Jersey City,NJ,Set 1,,Playing In The Band,7711,Set 2,1,1,long
1972-09-28,1583,Stanley Theatre,Jersey City,NJ,Set 2,,Not Fade Away,7726,,1,1,long
1972-09-30,1584,"Soccer Field, American University",Washington,DC,Set 1,,Casey Jones,7739,Set 2,1,1,long
1972-09-30,1584,"Soccer Field, American University",Washington,DC,Set 2,,Uncle John's Band,7749,Encore,1,1,short
1972-09-30,1584,"Soccer Field, American University",Washington,DC,Encore,,One More Saturday Night,7750,,1,1,long
1972-10-02,1585,Springfield Civic Center Arena,Springfield,MA,Set 1,,Casey Jones,7764,Set 2,1,1,long
1972-10-02,1585,Springfield Civic Center Arena,Springfield,MA,Set 2,,Sugar Magnolia,7779,Encore,1,1,short
1972-10-02,1585,Springfield Civic Center Arena,Springfield,MA,Encore,,Johnny B. Goode,7781,,1,1,long
1972-10-09,1590,Winterland,San Francisco,CA,Set 1,20:00:00.000,Playing In The Band,7796,Set 2,1,1,long
1972-10-09,1590,Winterland,San Francisco,CA,Set 2,20:00:00.000,Casey Jones,7807,Encore,1,1,short
1972-10-09,1590,Winterland,San Francisco,CA,Encore,20:00:00.000,Johnny B. Goode,7808,,1,1,long
1972-10-17,1592,Fox Theatre,St. Louis,MO,Set 1,,Casey Jones,7822,Set 2,1,1,long
1972-10-17,1592,Fox Theatre,St. Louis,MO,Set 2,,Not Fade Away,7837,Encore,1,1,short
1972-10-17,1592,Fox Theatre,St. Louis,MO,Encore,,Johnny B. Goode,7839,,1,1,long
1972-10-18,1593,Fox Theatre,St. Louis,MO,Set 1,,I Know You Rider,7853,Set 2,1,1,long
1972-10-18,1593,Fox Theatre,St. Louis,MO,Set 2,,Casey Jones,7863,,1,1,long
1972-10-19,1594,Fox Theatre,St. Louis,MO,Set 1,,Casey Jones,7878,Set 2,1,1,long
1972-10-19,1594,Fox Theatre,St. Louis,MO,Set 2,,Not Fade Away,7892,,1,1,long
1972-10-21,1595,Vanderbilt University,Nashville,TN,Set 1,,Playing In The Band,7905,Set 2,1,1,long
1972-10-21,1595,Vanderbilt University,Nashville,TN,Set 2,,Sugar Magnolia,7915,Encore,1,1,short
1972-10-21,1595,Vanderbilt University,Nashville,TN,Encore,,Johnny B. Goode,7916,,1,1,long
1972-10-23,1596,Performing Arts Center,Milwaukee,WI,Set 1,,Playing In The Band,7932,Set 2,1,1,long
1972-10-23,1596,Performing Arts Center,Milwaukee,WI,Set 2,,Uncle John's Band,7943,Encore,1,1,short
1972-10-23,1596,Performing Arts Center,Milwaukee,WI,Encore,,One More Saturday Night,7944,,1,1,long
1972-10-24,1597,Performing Arts Center,Milwaukee,WI,Set 1,,Playing In The Band,7958,Set 2,1,1,long
1972-10-24,1597,Performing Arts Center,Milwaukee,WI,Set 2,,Johnny B. Goode,7969,,1,1,long
1972-10-26,1598,Music Hall,Cincinnati,OH,Set 1,,Casey Jones,7984,Set 2,1,1,long
1972-10-26,1598,Music Hall,Cincinnati,OH,Set 2,,One More Saturday Night,7994,,1,1,long
1972-10-27,1599,Veterans Memorial Auditorium,Columbus,OH,Set 1,,Casey Jones,8010,Set 2,1,1,long
1972-10-27,1599,Veterans Memorial Auditorium,Columbus,OH,Set 2,,Sugar Magnolia,8020,Encore,1,1,short
1972-10-27,1599,Veterans Memorial Auditorium,Columbus,OH,Encore,,One More Saturday Night,8022,,1,1,long
1972-10-28,1600,Cleveland Public Hall,Cleveland,OH,Set 1,,Playing In The Band,8034,Set 2,1,1,long
1972-10-28,1600,Cleveland Public Hall,Cleveland,OH,Set 2,,Casey Jones,8045,Encore,1,1,short
1972-10-28,1600,Cleveland Public Hall,Cleveland,OH,Encore,,Johnny B. Goode,8046,,1,1,long
1972-10-30,1602,Ford Auditorium,Detroit,MI,Set 1,,Playing In The Band,8061,Set 2,1,1,long
1972-10-30,1602,Ford Auditorium,Detroit,MI,Set 2,,Not Fade Away,8072,Encore,1,1,short
1972-10-30,1602,Ford Auditorium,Detroit,MI,Encore,,Uncle John's Band,8073,,1,1,long
1972-11-12,1608,Soldiers & Sailors Memorial Hall,Kansas City,KS,Set 1,,Casey Jones,8084,Set 2,1,1,long
1972-11-12,1608,Soldiers & Sailors Memorial Hall,Kansas City,KS,Set 2,,Not Fade Away,8096,,1,1,long
1972-11-13,1609,Soldiers & Sailors Memorial Hall,Kansas City,KS,Set 1,,Playing In The Band,8110,Set 2,1,1,long
1972-11-13,1609,Soldiers & Sailors Memorial Hall,Kansas City,KS,Set 2,,Casey Jones,8117,Encore,1,1,short
1972-11-13,1609,Soldiers & Sailors Memorial Hall,Kansas City,KS,Encore,,Johnny B. Goode,8118,,1,1,long
1972-11-14,1610,Oklahoma City Music Hall,Oklahoma City,OK,Set 1,,Casey Jones,8134,Set 2,1,1,long
1972-11-14,1610,Oklahoma City Music Hall,Oklahoma City,OK,Set 2,,Uncle John's Band,8145,Encore,1,1,short
1972-11-14,1610,Oklahoma City Music Hall,Oklahoma City,OK,Encore,,One More Saturday Night,8146,,1,1,long
1972-11-15,1611,Oklahoma City Music Hall,Oklahoma City,OK,Set 1,,I Know You Rider,8160,Set 2,1,1,long
1972-11-15,1611,Oklahoma City Music Hall,Oklahoma City,OK,Set 2,,Not Fade Away,8172,Encore,1,1,short
1972-11-15,1611,Oklahoma City Music Hall,Oklahoma City,OK,Encore,,Johnny B. Goode,8173,,1,1,long
1972-11-17,1612,Century II Convention Hall,Wichita,KS,Set 1,,Casey Jones,8189,Set 2,1,1,long
1972-11-17,1612,Century II Convention Hall,Wichita,KS,Set 2,,Uncle John's Band,8197,Encore,1,1,short
1972-11-17,1612,Century II Convention Hall,Wichita,KS,Encore,,Johnny B. Goode,8198,,1,1,long
1972-11-18,1613,Hofheinz Pavilion,Houston,TX,Set 1,,Casey Jones,8213,Set 2,1,1,long
1972-11-18,1613,Hofheinz Pavilion,Houston,TX,Set 2,,One More Saturday Night,8222,Encore,1,1,short
1972-11-18,1613,Hofheinz Pavilion,Houston,TX,Encore,,Uncle John's Band,8223,,1,1,long
1972-11-19,1614,Hofheinz Pavilion,Houston,TX,Set 1,,Casey Jones,8238,Set 2,1,1,long
1972-11-19,1614,Hofheinz Pavilion,Houston,TX,Set 2,,Goin' Down The Road Feelin' Bad,8250,,1,1,long
1972-11-22,1615,Austin Municipal Auditorium,Austin,TX,Set 1,,Casey Jones,8263,Set 2,1,1,long
1972-11-22,1615,Austin Municipal Auditorium,Austin,TX,Set 2,,One More Saturday Night,8275,Encore,1,1,short
1972-11-22,1615,Austin Municipal Auditorium,Austin,TX,Encore,,Uncle John's Band,8276,,1,1,long
1972-11-24,1617,Dallas Memorial Auditorium,Dallas,TX,Set 1,,Playing In The Band,8288,Set 2,1,1,long
1972-11-24,1617,Dallas Memorial Auditorium,Dallas,TX,Set 2,,Not Fade Away,8299,,1,1,long
1972-11-26,1619,San Antonio Municipal Auditorium,San Antonio,TX,Set 1,,Casey Jones,8313,Set 2,1,1,long
1972-11-26,1619,San Antonio Municipal Auditorium,San Antonio,TX,Set 2,,One More Saturday Night,8324,,1,1,long
1972-12-10,1629,Winterland,San Francisco,CA,Set 1,,Casey Jones,8338,Set 2,1,1,long
1972-12-10,1629,Winterland,San Francisco,CA,Set 2,,Johnny B. Goode,8349,Encore,1,1,short
1972-12-10,1629,Winterland,San Francisco,CA,Encore,,Uncle John's Band,8350,,1,1,long
1972-12-11,1630,Winterland,San Francisco,CA,Set 1,,Playing In The Band,8364,Set 2,1,1,long
1972-12-11,1630,Winterland,San Francisco,CA,Set 2,,Sugar Magnolia,8373,Encore,1,1,short
1972-12-11,1630,Winterland,San Francisco,CA,Encore,,Casey Jones,8374,,1,1,long
1972-12-12,1631,Winterland,San Francisco,CA,Set 1,,Around And Around,8387,Set 2,1,1,long
1972-12-12,1631,Winterland,San Francisco,CA,Set 2,,One More Saturday Night,8397,Encore,1,1,short
1972-12-12,1631,Winterland,San Francisco,CA,Encore,,Johnny B. Goode,8398,,1,1,long
1972-12-15,1632,Long Beach Arena,Long Beach,CA,Set 1,,Casey Jones,8414,Set 2,1,1,long
1972-12-15,1632,Long Beach Arena,Long Beach,CA,Set 2,,Sugar Magnolia,8422,Encore,1,1,short
1972-12-15,1632,Long Beach Arena,Long Beach,CA,Encore,,Johnny B. Goode,8423,,1,1,long
1972-12-31,1642,Winterland,San Francisco,CA,Set 1,,Casey Jones,8436,Set 2,1,1,long
1972-12-31,1642,Winterland,San Francisco,CA,Set 2,,Johnny B. Goode,8448,Encore,1,1,short
1972-12-31,1642,Winterland,San Francisco,CA,Encore,,One More Saturday Night,8450,,1,1,long
1973-02-09,1668,"Roscoe Maples Pavilion, Stanford University",Palo Alto,CA,Set 1,,Playing In The Band,8463,Set 2,1,1,long
1973-02-09,1668,"Roscoe Maples Pavilion, Stanford University",Palo Alto,CA,Set 2,,Around And Around,8477,Encore,1,1,short
1973-02-09,1668,"Roscoe Maples Pavilion, Stanford University",Palo Alto,CA,Encore,,Casey Jones,8478,,1,1,long
1973-02-15,1670,Dane County Coliseum,Madison,WI,Set 1,,Casey Jones,8493,Set 2,1,1,long
1973-02-15,1670,Dane County Coliseum,Madison,WI,Set 2,,Sugar Magnolia,8504,Encore,1,1,short
1973-02-15,1670,Dane County Coliseum,Madison,WI,Encore,,One More Saturday Night,8506,,1,1,long
1973-02-17,1671,St. Paul Auditorium,St. Paul,MN,Set 1,,Playing In The Band,8520,Set 2,1,1,long
1973-02-17,1671,St. Paul Auditorium,St. Paul,MN,Set 2,,One More Saturday Night,8532,Encore,1,1,short
1973-02-17,1671,St. Paul Auditorium,St. Paul,MN,Encore,,Casey Jones,8533,,1,1,long
1973-02-19,1672,International Amphitheatre,Chicago,IL,Set 1,,El Paso,8537,Set 2,1,1,long
1973-02-19,1672,International Amphitheatre,Chicago,IL,Set 2,,Sugar Magnolia,8543,Encore,1,1,short
1973-02-19,1672,International Amphitheatre,Chicago,IL,Encore,,Casey Jones,8544,,1,1,long
1973-02-21,1673,"Assembly Hall, UIUC",Champaign,IL,Set 1,,Around And Around,8556,Set 2,1,1,long
1973-02-21,1673,"Assembly Hall, UIUC",Champaign,IL,Set 2,,Casey Jones,8566,Encore,1,1,short
1973-02-21,1673,"Assembly Hall, UIUC",Champaign,IL,Encore,,Johnny B. Goode,8567,,1,1,long
1973-02-22,1674,"Assembly Hall, UIUC",Champaign,IL,Set 1,19:00:00.000,I Know You Rider,8581,Set 2,1,1,long
1973-02-22,1674,"Assembly Hall, UIUC",Champaign,IL,Set 2,19:00:00.000,One More Saturday Night,8589,Encore,1,1,short
1973-02-22,1674,"Assembly Hall, UIUC",Champaign,IL,Encore,19:00:00.000,Casey Jones,8590,,1,1,long
1973-02-24,1675,"Fieldhouse, University of Iowa",Iowa City,IA,Set 1,,Playing In The Band,8604,Set 2,1,1,long
1973-02-24,1675,"Fieldhouse, University of Iowa",Iowa City,IA,Set 2,,Sugar Magnolia,8617,Encore,1,1,short
1973-02-24,1675,"Fieldhouse, University of Iowa",Iowa City,IA,Encore,,Johnny B. Goode,8618,,1,1,long
1973-02-26,1676,Pershing Municipal Auditorium,Lincoln,NE,Set 1,,Playing In The Band,8634,Set 2,1,1,long
1973-02-26,1676,Pershing Municipal Auditorium,Lincoln,NE,Set 2,,Not Fade Away,8645,,1,1,long
1973-02-28,1677,Salt Palace,Salt Lake City,UT,Set 1,,Jack Straw,8654,Set 2,1,1,long
1973-02-28,1677,Salt Palace,Salt Lake City,UT,Set 2,,Sugar Magnolia,8664,Encore,1,1,short
1973-02-28,1677,Salt Palace,Salt Lake City,UT,Encore,,And We Bid You Good Night,8665,,1,1,long
1973-03-15,1692,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Playing In The Band,8679,Set 2,1,1,long
1973-03-15,1692,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Casey Jones,8691,,1,1,long
1973-03-16,1693,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Playing In The Band,8705,Set 2,1,1,long
1973-03-16,1693,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Sugar Magnolia,8716,,1,1,long
1973-03-19,1697,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Playing In The Band,8731,Set 2,1,1,long
1973-03-19,1697,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Johnny B. Goode,8745,Encore,1,1,short
1973-03-19,1697,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Casey Jones,8746,,1,1,long
1973-03-21,1698,Utica Memorial Auditorium,Utica,NY,Set 1,,Playing In The Band,8763,Set 2,1,1,long
1973-03-21,1698,Utica Memorial Auditorium,Utica,NY,Set 2,,Casey Jones,8776,,1,1,long
1973-03-22,1699,Utica Memorial Auditorium,Utica,NY,Set 1,,Playing In The Band,8793,Set 2,1,1,long
1973-03-22,1699,Utica Memorial Auditorium,Utica,NY,Set 2,,Sugar Magnolia,8802,Encore,1,1,short
1973-03-22,1699,Utica Memorial Auditorium,Utica,NY,Encore,,One More Saturday Night,8803,,1,1,long
1973-03-24,1700,Spectrum,Philadelphia,PA,Set 1,,Playing In The Band,8821,Set 2,1,1,long
1973-03-24,1700,Spectrum,Philadelphia,PA,Set 2,,Sugar Magnolia,8834,Encore,1,1,short
1973-03-24,1700,Spectrum,Philadelphia,PA,Encore,,Johnny B. Goode,8835,,1,1,long
1973-03-26,1701,Baltimore Civic Center,Baltimore,MD,Set 1,,Playing In The Band,8852,Set 2,1,1,long
1973-03-26,1701,Baltimore Civic Center,Baltimore,MD,Set 2,,One More Saturday Night,8866,,1,1,long
1973-03-28,1702,Springfield Civic Center Arena,Springfield,MA,Set 1,,I Know You Rider,8883,Set 2,1,1,long
1973-03-28,1702,Springfield Civic Center Arena,Springfield,MA,Set 2,,Johnny B. Goode,8896,,1,1,long
1973-03-30,1703,Community War Memorial Auditorium,Rochester,NY,Set 1,19:00:00.000,Playing In The Band,8911,Set 2,1,1,long
1973-03-30,1703,Community War Memorial Auditorium,Rochester,NY,Set 2,19:00:00.000,One More Saturday Night,8921,,1,1,long
1973-03-31,1704,War Memorial Auditorium,Buffalo,NY,Set 1,20:00:00.000,Playing In The Band,8934,Set 2,1,1,long
1973-03-31,1704,War Memorial Auditorium,Buffalo,NY,Set 2,20:00:00.000,Sugar Magnolia,8947,Encore,1,1,short
1973-03-31,1704,War Memorial Auditorium,Buffalo,NY,Encore,20:00:00.000,Casey Jones,8948,,1,1,long
1973-04-02,1705,Boston Garden,Boston,MA,Set 1,,Playing In The Band,8964,Set 2,1,1,long
1973-04-02,1705,Boston Garden,Boston,MA,Set 2,,Casey Jones,8981,Encore,1,1,short
1973-04-02,1705,Boston Garden,Boston,MA,Encore,,And We Bid You Good Night,8983,,1,1,long
1973-05-13,1739,State Fairgrounds,Des Moines,IA,Set 1,,Around And Around,8997,Set 2,1,1,long
1973-05-13,1739,State Fairgrounds,Des Moines,IA,Set 2,,Playing In The Band,9005,Set 3,1,1,long
1973-05-13,1739,State Fairgrounds,Des Moines,IA,Set 3,,Sugar Magnolia,9015,Encore,1,1,short
1973-05-13,1739,State Fairgrounds,Des Moines,IA,Encore,,Casey Jones,9016,,1,1,long
1973-05-20,1742,"Harder Stadium, UC Santa Barbara",Goleta,CA,Set 1,,Playing In The Band,9028,Set 2,1,1,long
1973-05-20,1742,"Harder Stadium, UC Santa Barbara",Goleta,CA,Set 2,,Casey Jones,9040,Set 3,1,1,long
1973-05-20,1742,"Harder Stadium, UC Santa Barbara",Goleta,CA,Set 3,,Sugar Magnolia,9047,Encore,1,1,short
1973-05-20,1742,"Harder Stadium, UC Santa Barbara",Goleta,CA,Encore,,Johnny B. Goode,9048,,1,1,long
1973-05-26,1747,Kezar Stadium,San Francisco,CA,Set 1,14:00:00.000,Playing In The Band,9059,Set 2,1,1,long
1973-05-26,1747,Kezar Stadium,San Francisco,CA,Set 2,14:00:00.000,Around And Around,9070,Set 3,1,1,long
1973-05-26,1747,Kezar Stadium,San Francisco,CA,Set 3,14:00:00.000,Sugar Magnolia,9079,Encore,1,1,short
1973-05-26,1747,Kezar Stadium,San Francisco,CA,Encore,14:00:00.000,Casey Jones,9080,,1,1,long
1973-06-09,1762,Robert F. Kennedy Stadium,Washington,DC,Set 1,,Tennessee Jed,9093,Set 2,1,1,long
1973-06-09,1762,Robert F. Kennedy Stadium,Washington,DC,Set 2,,Sugar Magnolia,9106,,1,1,long
1973-06-10,1763,Robert F. Kennedy Stadium,Washington,DC,Set 1,,Playing In The Band,9119,Set 2,1,1,long
1973-06-10,1763,Robert F. Kennedy Stadium,Washington,DC,Set 2,,Sugar Magnolia,9129,Set 3,1,1,long
1973-06-10,1763,Robert F. Kennedy Stadium,Washington,DC,Set 3,,Johnny B. Goode,9137,,1,1,long
1973-06-22,1767,P.N.E. Coliseum,Vancouver,BC,Set 1,,Playing In The Band,9153,Set 2,1,1,long
1973-06-22,1767,P.N.E. Coliseum,Vancouver,BC,Set 2,,Casey Jones,9167,Encore,1,1,short
1973-06-22,1767,P.N.E. Coliseum,Vancouver,BC,Encore,,Johnny B. Goode,9168,,1,1,long
1973-06-24,1768,Portland Memorial Coliseum,Portland,OR,Set 1,,Around And Around,9183,Set 2,1,1,long
1973-06-24,1768,Portland Memorial Coliseum,Portland,OR,Set 2,,Sugar Magnolia,9194,Encore,1,1,short
1973-06-24,1768,Portland Memorial Coliseum,Portland,OR,Encore,,One More Saturday Night,9195,,1,1,long
1973-06-26,1769,Seattle Center Arena,Seattle,WA,Set 1,,Playing In The Band,9210,Set 2,1,1,long
1973-06-26,1769,Seattle Center Arena,Seattle,WA,Set 2,,Sugar Magnolia,9225,Encore,1,1,short
1973-06-26,1769,Seattle Center Arena,Seattle,WA,Encore,,Johnny B. Goode,9226,,1,1,long
1973-06-29,1770,Universal Amphitheatre,Universal City,CA,Set 1,,Playing In The Band,9240,Set 2,1,1,long
1973-06-29,1770,Universal Amphitheatre,Universal City,CA,Set 2,,Casey Jones,9250,,1,1,long
1973-06-30,1771,Universal Amphitheatre,Universal City,CA,Set 1,,Playing In The Band,9263,Set 2,1,1,long
1973-06-30,1771,Universal Amphitheatre,Universal City,CA,Set 2,,Sugar Magnolia,9270,Encore,1,1,short
1973-06-30,1771,Universal Amphitheatre,Universal City,CA,Encore,,One More Saturday Night,9271,,1,1,long
1973-07-01,1772,Universal Amphitheatre,Universal City,CA,Set 1,,Around And Around,9282,Set 2,1,1,long
1973-07-01,1772,Universal Amphitheatre,Universal City,CA,Set 2,,Casey Jones,9291,,1,1,long
1973-07-27,1788,Grand Prix Racecourse,Watkins Glen,NY,Set 1,,Tennessee Jed,9297,Set 2,1,1,long
1973-07-27,1788,Grand Prix Racecourse,Watkins Glen,NY,Set 2,,Around And Around,9302,,1,1,long
1973-07-28,1789,Grand Prix Racecourse,Watkins Glen,NY,Set 1,,Playing In The Band,9313,Set 2,1,1,long
1973-07-28,1789,Grand Prix Racecourse,Watkins Glen,NY,Set 2,,Sugar Magnolia,9324,Set 3,1,1,long
1973-07-28,1789,Grand Prix Racecourse,Watkins Glen,NY,Set 3,,Johnny B. Goode,9329,,1,1,long
1973-07-31,1792,Roosevelt Stadium,Jersey City,NY,Set 1,,Playing In The Band,9343,Set 2,1,1,long
1973-07-31,1792,Roosevelt Stadium,Jersey City,NY,Set 2,,Johnny B. Goode,9355,,1,1,long
1973-08-01,1793,Roosevelt Stadium,Jersey City,NY,Set 1,,Casey Jones,9366,Set 2,1,1,long
1973-08-01,1793,Roosevelt Stadium,Jersey City,NY,Set 2,,Sugar Magnolia,9375,Encore,1,1,short
1973-08-01,1793,Roosevelt Stadium,Jersey City,NY,Encore,,One More Saturday Night,9377,,1,1,long
1973-09-07,1841,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,19:00:00.000,Playing In The Band,9388,Set 2,1,1,long
1973-09-07,1841,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,19:00:00.000,Sugar Magnolia,9398,Encore,1,1,short
1973-09-07,1841,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,19:00:00.000,Around And Around,9399,,1,1,long
1973-09-08,1842,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,19:00:00.000,China Doll,9413,Set 2,1,1,long
1973-09-08,1842,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,19:00:00.000,Not Fade Away,9425,Encore,1,1,short
1973-09-08,1842,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,19:00:00.000,One More Saturday Night,9427,,1,1,long
1973-09-11,1844,College Of William and Mary,Williamsburg,VA,Set 1,20:30:00.000,Playing In The Band,9439,Set 2,1,1,long
1973-09-11,1844,College Of William and Mary,Williamsburg,VA,Set 2,20:30:00.000,Sugar Magnolia,9450,,1,1,long
1973-09-12,1845,College Of William and Mary,Williamsburg,VA,Set 1,,Big River,9462,Set 2,1,1,long
1973-09-12,1845,College Of William and Mary,Williamsburg,VA,Set 2,,Casey Jones,9472,Encore,1,1,short
1973-09-12,1845,College Of William and Mary,Williamsburg,VA,Encore,,One More Saturday Night,9473,,1,1,long
1973-09-15,1847,Providence Civic Center,Providence,RI,Set 1,,Playing In The Band,9486,Set 2,1,1,long
1973-09-15,1847,Providence Civic Center,Providence,RI,Set 2,,Sugar Magnolia,9498,Encore,1,1,short
1973-09-15,1847,Providence Civic Center,Providence,RI,Encore,,One More Saturday Night,9499,,1,1,long
1973-09-17,1848,Onondaga County War Memorial,Syracuse,NY,Set 1,,Casey Jones,9513,Set 2,1,1,long
1973-09-17,1848,Onondaga County War Memorial,Syracuse,NY,Set 2,,Sugar Magnolia,9522,,1,1,long
1973-09-20,1850,Spectrum,Philadelphia,PA,Set 1,,Around And Around,9536,Set 2,1,1,long
1973-09-20,1850,Spectrum,Philadelphia,PA,Set 2,,Sugar Magnolia,9541,,1,1,long
1973-09-21,1851,Spectrum,Philadelphia,PA,Set 1,,Playing In The Band,9553,Set 2,1,1,long
1973-09-21,1851,Spectrum,Philadelphia,PA,Set 2,,One More Saturday Night,9565,Encore,1,1,short
1973-09-21,1851,Spectrum,Philadelphia,PA,Encore,,Casey Jones,9566,,1,1,long
1973-09-24,1852,Pittsburgh Civic Arena,Pittsburgh,PA,Set 1,18:30:00.000,Around And Around,9578,Set 2,1,1,long
1973-09-24,1852,Pittsburgh Civic Arena,Pittsburgh,PA,Set 2,18:30:00.000,Sugar Magnolia,9590,,1,1,long
1973-09-26,1853,War Memorial Auditorium,Buffalo,NY,Set 1,,Around And Around,9605,Set 2,1,1,long
1973-09-26,1853,War Memorial Auditorium,Buffalo,NY,Set 2,,Sugar Magnolia,9615,Encore,1,1,short
1973-09-26,1853,War Memorial Auditorium,Buffalo,NY,Encore,,One More Saturday Night,9616,,1,1,long
1973-10-19,1871,Oklahoma City Fairgrounds Arena,Oklahoma City,OK,Set 1,,Playing In The Band,9627,Set 2,1,1,long
1973-10-19,1871,Oklahoma City Fairgrounds Arena,Oklahoma City,OK,Set 2,,Sugar Magnolia,9636,Encore,1,1,short
1973-10-19,1871,Oklahoma City Fairgrounds Arena,Oklahoma City,OK,Encore,,Johnny B. Goode,9639,,1,1,long
1973-10-21,1873,Omaha Civic Auditorium,Omaha,NB,Set 1,,Let It Grow,9650,Set 2,1,1,long
1973-10-21,1873,Omaha Civic Auditorium,Omaha,NB,Set 2,,One More Saturday Night,9660,,1,1,long
1973-10-23,1874,Metropolitan Sports Center,Bloomington,MN,Set 1,,Around And Around,9674,Set 2,1,1,long
1973-10-23,1874,Metropolitan Sports Center,Bloomington,MN,Set 2,,Sugar Magnolia,9690,Encore,1,1,short
1973-10-23,1874,Metropolitan Sports Center,Bloomington,MN,Encore,,One More Saturday Night,9692,,1,1,long
1973-10-25,1875,Dane County Coliseum,Madison,WI,Set 1,,Playing In The Band,9704,Set 2,1,1,long
